scenario,zone,rainfall,disruption_freq,duration,traffic,order_drop,activity,claims,rolling_disruption_3h,traffic_lag_1,previous_risk_score,risk_trend_1h,risk_score
traffic_congestion,LR-1,0.3914324714009448,0.38899378285913566,0.3616402913853363,0.46729647611978614,0.3596159782052495,0.6947781794687786,0.3173091044229163,0.4043935252498067,0.3000376187992433,0.40363861424360015,0.5288318487469073,0.5754176192011385
traffic_congestion,LR-1,0.4326088129961312,0.4663283047334854,0.38184762672486017,0.4484105935336083,0.4787016892295938,0.6905755682714803,0.40940654909861973,0.3308133155241982,0.46729647611978614,0.5754176192011385,0.5368773202455506,0.6295469681412816
heavy_rain,HR-3,0.8331264725052789,0.7280381616922765,0.7108953286884291,0.7511268348596696,0.8824163931031326,0.27175988518398053,0.7472372771307184,0.4349950254539882,0.27430845282254485,0.30878298880278315,0.6832766172789114,0.9990038974218053
heavy_rain,HR-3,0.6347084830753389,0.5701437417420196,0.5256105226667633,0.6057774206938475,0.587278739108164,0.5226253562938625,0.5331642819465346,0.48377441218206685,0.7511268348596696,0.9990038974218053,0.49684091603482144,0.8468000470026026
traffic_congestion,LR-1,0.3714211578951054,0.3764089919111618,0.35271540361112086,0.5344235739459042,0.5019192941511951,0.6785345713734379,0.3997542693124347,0.41057702650126093,0.4484105935336083,0.6295469681412816,0.5069521857054294,0.6176357774168989
traffic_congestion,MR-2,0.4425774239676606,0.3326838961761809,0.32047177036311814,0.408439184434843,0.3977363216404292,0.8173672265662872,0.3838139347763476,0.5621203913516906,0.4458692512252667,0.8152841734920767,0.42368303808926233,0.6114149912556133
heavy_rain,HR-3,0.6111491673693533,0.6591544521637329,0.5025383962841736,0.5621332347869709,0.7290997427092782,0.471624821730485,0.6661164564178352,0.6524454518660098,0.6057774206938475,0.8468000470026026,0.49328386290794163,0.938969623591565
traffic_congestion,MR-2,0.25656720069929617,0.33010466234014363,0.29988232317983154,0.35459751892618374,0.241268464385023,0.749277743445732,0.2241672116465994,0.41209157963970333,0.408439184434843,0.6114149912556133,0.46463559170840024,0.44828775025170725
normal,MR-2,0.5503488192411204,0.3185351725387578,0.42177643257990416,0.5871383424019905,0.5544428630410138,0.6448565420576826,0.4470037795365542,0.32710791035169406,0.35459751892618374,0.44828775025170725,0.5439363433512805,0.6205938478725658
traffic_congestion,LR-1,0.2783359911813593,0.27873337927448155,0.29547264010237523,0.456027181042495,0.23286389892237697,0.6978020405608958,0.2757303465861949,0.37382355863970956,0.5344235739459042,0.6176357774168989,0.45579366760974976,0.5377961076619385
normal,MR-2,0.4403778487391894,0.3661948626821835,0.33444736185762136,0.32032721468152875,0.42749139823216914,0.5848527878056908,0.38804237122876994,0.33827823252036165,0.5871383424019905,0.6205938478725658,0.4550127635044542,0.5976550765789919
traffic_congestion,MR-2,0.2898255378392085,0.3128078221069186,0.2527705624614289,0.33775238170692085,0.29472658196460155,0.6792637338927497,0.29151655206408955,0.33251261910928664,0.32032721468152875,0.5976550765789919,0.497573594304368,0.5067277208105684
traffic_congestion,MR-2,0.3931693791130781,0.36160065531693963,0.2959255629136507,0.32378860233577156,0.3097759548469731,0.6894736228470014,0.30977196567733023,0.34686778003534724,0.33775238170692085,0.5067277208105684,0.5016271067102479,0.4874809216262873
normal,HR-3,0.43575345454826636,0.39021377028550497,0.31066380927013504,0.3441934548100514,0.4159539305845837,0.6164880116418509,0.3697720926684404,0.5398373213970858,0.5621332347869709,0.938969623591565,0.41152497867114185,0.6756894019154641
traffic_congestion,HR-3,0.3228242395256156,0.3822380037757447,0.40228939496047955,0.2863315133553182,0.2509613143786787,0.6780992538553091,0.3274519552115904,0.47720207540832754,0.3441934548100514,0.6756894019154641,0.4599383902192785,0.5603510376159838
heavy_rain,HR-3,0.6227834062100106,0.6553176190451901,0.5790948941470873,0.4444226995510574,0.5958147540747157,0.40803989850329064,0.5936765132836063,0.47592313103547995,0.2863315133553182,0.5603510376159838,0.5854365836420609,0.8053989781801283
platform_outage,HR-3,0.6960550368730312,0.6323258750710534,0.6254675064047456,0.4729716116458845,0.6545691000978914,0.39156780384146017,0.5245477875997822,0.5566271659639961,0.4444226995510574,0.8053989781801283,0.5284193951510826,0.8797694182783189
normal,MR-2,0.46659785301871065,0.3729650930576023,0.42476833039461437,0.3301170475096956,0.3980975402084503,0.7346619434864792,0.3113243221605608,0.3491245234938202,0.32378860233577156,0.4874809216262873,0.5084178599039194,0.5815429478703951
heavy_rain,HR-3,0.7518394615049488,0.7019834040775987,0.6110149017728914,0.6866729568763228,0.7359429552525727,0.3086148531354023,0.6691743279091249,0.6632089660646141,0.4729716116458845,0.8797694182783189,0.554372600449983,1.0
normal,LR-1,0.4198978930739114,0.349400222332293,0.45619982026599887,0.3272466444779998,0.4850785677980003,0.5971676372759169,0.40796643225379353,0.3348475311726455,0.456027181042495,0.5377961076619385,0.4786097000349952,0.5641602422296683
traffic_congestion,MR-2,0.771325522515825,0.6377729871472432,0.6503654162573319,0.6320841696315365,0.6095339104964594,0.32836573371747924,0.5837651933831187,0.45744624517392835,0.3301170475096956,0.5815429478703951,0.6144914470163626,0.8114985207778007
traffic_congestion,MR-2,0.5795796670453413,0.5565522814120274,0.6361463373483481,0.5521610021379504,0.5697500724326865,0.4808654333942463,0.5320294979732761,0.5224301205389575,0.6320841696315365,0.8114985207778007,0.49425201476320374,0.864318846569687
traffic_congestion,LR-1,0.1879198963924171,0.22239789763684778,0.15478482061240695,0.30973734350633625,0.18205082863911004,0.8790461863128988,0.08098338363501933,0.2835104997478741,0.3272466444779998,0.5641602422296683,0.4781643591723594,0.3489993847756126
normal,LR-1,0.10922605120418198,0.12366650584360135,0.04965085099808996,0.14904881283756216,0.17268858017546085,0.8500546263279026,0.09503730784831646,0.23182154193758073,0.30973734350633625,0.3489993847756126,0.4354157830380514,0.25323514413670056
normal,LR-1,0.3435752890330338,0.3011469660566175,0.2399375493292406,0.18420171706901206,0.34363543090325854,0.7240053327790076,0.25087803327418484,0.21573712317902224,0.14904881283756216,0.25323514413670056,0.5326535337095686,0.42534264640805625
normal,LR-1,0.02686497258563754,0.1125145914622895,0.0,0.025251472282445675,0.05214852191423951,0.9360887990011478,0.07964490801339008,0.17910935445416945,0.18420171706901206,0.42534264640805625,0.44823152214512274,0.20867459856860227
normal,MR-2,0.5873187747340362,0.5445763509331024,0.5794246671635426,0.368447653474488,0.4135320434156644,0.5156288769645304,0.45649507921055366,0.5796338731641243,0.5521610021379504,0.864318846569687,0.45274007359800095,0.7655133776045496
heavy_rain,HR-3,0.698752662185415,0.7741022791822256,0.7332057394698421,0.693775005160129,0.6078173566538037,0.3851163618739475,0.6138571505864783,0.7028038527769592,0.6866729568763228,1.0,0.5228099375783412,1.0
normal,HR-3,0.318932599150925,0.2973805032337216,0.25491932210993556,0.1892706924557535,0.38444568034715243,0.8496621697813238,0.3623980278834513,0.5911553954978487,0.693775005160129,1.0,0.31096666977988674,0.5892921542881958
normal,HR-3,0.2307320065248513,0.16191639905191524,0.1913358287869491,0.22035813444493418,0.3254929953852996,0.8991888454055769,0.23367857586751792,0.4111330604892875,0.1892706924557535,0.5892921542881958,0.43145248996662444,0.40865873578316886
traffic_congestion,HR-3,0.2227881729471047,0.29705222043770524,0.23492539814717606,0.18360337797249737,0.19840996680385073,0.8179451538719793,0.24479945055032812,0.25211637424111405,0.22035813444493418,0.40865873578316886,0.50612980256449,0.3852525317722235
traffic_congestion,HR-3,0.13150506745522064,0.25802778310851965,0.13704767101379978,0.16680862895287152,0.11107895248645339,0.8227068644662364,0.12905875097395914,0.23899880086604672,0.18360337797249737,0.3852525317722235,0.5023497448688167,0.3239324450809124
normal,MR-2,0.16735660383967568,0.1931776540223629,0.09881370343766682,0.15422708363322657,0.24328596201171226,0.7831046468395115,0.10702757505178344,0.4314354287891642,0.368447653474488,0.7655133776045496,0.38567855360170733,0.394098889052535
normal,LR-1,0.6043261923321549,0.5853165543392949,0.4837026072557817,0.42350925957400026,0.5018138277681068,0.4520949667357129,0.46274797727113565,0.33299270395273395,0.025251472282445675,0.20867459856860227,0.6553487125742792,0.7167510063616397
normal,HR-3,0.3534212302913894,0.32561881402084925,0.33079234764028415,0.5220724957305611,0.412124993083383,0.667657201166646,0.37217187479581876,0.29356627252235806,0.16680862895287152,0.3239324450809124,0.5806685358050853,0.5295207118560509
normal,HR-3,0.23684103039164137,0.25287906766553847,0.11951618817198588,0.27626470503765216,0.1719913648791429,0.7215513487912548,0.17766833355252215,0.27884188826496914,0.5220724957305611,0.5295207118560509,0.44304959568158897,0.3647424871536579
normal,LR-1,0.0824383261298068,0.12977195882971704,0.033266572575630926,0.18766278309982004,0.09788022046890042,0.7973017766230261,0.013756424722873112,0.2758677015437671,0.42350925957400026,0.7167510063616397,0.40900198189094894,0.30024477840683683
heavy_rain,HR-3,0.5888730890400565,0.5306562371350025,0.46367621686067095,0.5685480201258434,0.6310775169697085,0.5172204013347758,0.4246883255774261,0.36971803960713007,0.27626470503765216,0.3647424871536579,0.606738122276,0.6961801196129299
traffic_congestion,HR-3,0.29682108299322996,0.29321494696085404,0.22330184951365464,0.3866139374923703,0.2033104328228723,0.7804447395494424,0.21764782128982024,0.3589167505871316,0.5685480201258434,0.6961801196129299,0.4439026423854221,0.5101586125974673
platform_outage,HR-3,0.7933884403823626,0.7032290702708335,0.6584299299311455,0.6588253952305019,0.7668694869094729,0.3464714174122201,0.7018787140740079,0.50903341812223,0.3866139374923703,0.5101586125974673,0.6127009871922073,0.9835112387509826
traffic_congestion,MR-2,0.5939217819970106,0.5558026295541275,0.49833331234889605,0.5197220202617251,0.6660262214491103,0.5103042157968655,0.565725292460307,0.43118554483653093,0.15422708363322657,0.394098889052535,0.6104841127409787,0.7638936904538595
normal,LR-1,0.17778478489128507,0.21681593297024393,0.11026931055866998,0.1880194989656776,0.22684812065089505,0.8877228460680775,0.1992044549156776,0.31063481537975196,0.18766278309982004,0.30024477840683683,0.47192567845031913,0.3371975000263289
traffic_congestion,LR-1,0.3397054140876814,0.3783233473850135,0.13103781807764048,0.25818080993422954,0.33759756881673864,0.7532194656486044,0.26104417388042406,0.24163707972832482,0.1880194989656776,0.3371975000263289,0.555038142490717,0.4659408811290616
heavy_rain,LR-1,0.8384670669556549,0.7830016560264121,0.6934100790397008,0.6903993185547926,0.7721969071763373,0.24434695762740058,0.6806163034453739,0.45938031212722324,0.25818080993422954,0.4659408811290616,0.6835301048938693,1.0
normal,HR-3,0.1735733449439432,0.13419439727448831,0.09626083928459428,0.26897155204454304,0.1544641964295522,0.8020934717868581,0.15109774075143498,0.37687947150205864,0.6588253952305019,0.9835112387509826,0.34922370909453715,0.37070337078735516
normal,MR-2,0.29026638286759276,0.2882517949005044,0.2457058390138935,0.22786451860983054,0.31862612065073237,0.8442938343856973,0.3408854410072937,0.3457440261589983,0.5197220202617251,0.7638936904538595,0.4243808302920729,0.4823604261647786
traffic_congestion,MR-2,0.44236020621310884,0.433206022358535,0.35982900200220014,0.4114030091193552,0.45363323900241487,0.6343689075665143,0.4062333509732788,0.42575348227105564,0.22786451860983054,0.4823604261647786,0.5389434601281488,0.6017131817373041
traffic_congestion,LR-1,0.24577580231210355,0.20597708457481848,0.16098629305412104,0.25099232013977957,0.2373998889901018,0.8090232119569561,0.18867179123370528,0.45576736266208134,0.6903993185547926,1.0,0.33718151689081854,0.473733871904017
platform_outage,MR-2,0.7309112387345348,0.7099517804396839,0.7059048369415951,0.6766811507311994,0.6983976664924498,0.34443433947525576,0.6411116838934648,0.4771365325662411,0.4114030091193552,0.6017131817373041,0.6229002026844017,0.9489880590721078
traffic_congestion,HR-3,0.17978787106768251,0.2879356097116319,0.21836694895827938,0.2900075347566955,0.1415920195859912,0.7190212267964832,0.14464583238358142,0.3751196924189846,0.26897155204454304,0.37070337078735516,0.4780519717302247,0.36622696007496647
platform_outage,MR-2,0.07740712791795751,0.15118956316244977,0.15802363049956689,0.21193324572988412,0.11838600427480642,0.8784531592257301,0.12484239228515945,0.4314491219868896,0.6766811507311994,0.9489880590721078,0.322972551352405,0.42968212842712056
heavy_rain,HR-3,0.8304952156352208,0.7932225977437916,0.8122474683397396,0.6878821967936728,0.755765360104993,0.22791981523896487,0.6749810013789308,0.40511753490997054,0.2900075347566955,0.36622696007496647,0.6960064512575418,0.9632115935227044
normal,LR-1,0.5251489812866295,0.4600493599850545,0.4520517765603327,0.43287100039280835,0.48876482410902233,0.598331805399198,0.4113307931049698,0.483009366862095,0.25099232013977957,0.473733871904017,0.5294877339874936,0.6149175735398036
normal,LR-1,0.18978516358834288,0.20535706984257707,0.14111828164830706,0.2872116050484322,0.28966100180683707,0.8643374637609815,0.259788380084311,0.29046117146748335,0.43287100039280835,0.6149175735398036,0.4453368904436529,0.439389758395491
normal,MR-2,0.47281044815989853,0.3408171375635962,0.35940076846839547,0.46243582364250524,0.4980269418359465,0.7746769526784272,0.3848161382221674,0.40065282705524324,0.21193324572988412,0.42968212842712056,0.5321498087350301,0.5679331787149364
normal,MR-2,0.28111623122615764,0.2154058159478879,0.2623783889500786,0.2563873372486892,0.21836228527115847,0.7807023209526239,0.19221067682134285,0.23580417222464464,0.46243582364250524,0.5679331787149364,0.45267079583820974,0.4415295215617592
normal,MR-2,0.28047514762859715,0.23006372691261573,0.311430728391431,0.24423944429942301,0.3383226897068863,0.7793125443773024,0.2646281592301778,0.2620955601413666,0.2563873372486892,0.4415295215617592,0.4879608714415215,0.42723326959455865
traffic_congestion,HR-3,0.04179787304394521,0.17025362602115954,0.08696359623636732,0.1731815099247272,0.12055814651837099,0.9405888000813749,0.11563851651105088,0.4171372778255276,0.6878821967936728,0.9632115935227044,0.32299476708490044,0.3806664142092818
traffic_congestion,MR-2,0.44847404474194325,0.31821192712945306,0.3066900082372724,0.36098949699896,0.3911320214892703,0.6968108666874001,0.27312759243252915,0.25456048999665226,0.24423944429942301,0.42723326959455865,0.5424454416797476,0.4711185597359629
heavy_rain,MR-2,0.8912481233100877,0.7206295718213025,0.7621555913608957,0.6598992351589709,0.8068923520221952,0.24704841743683192,0.6689868466643243,0.4229684086211238,0.36098949699896,0.4711185597359629,0.6490802965920558,0.9784205734235929
traffic_congestion,MR-2,0.18502155386328792,0.24263423156655628,0.10922255906371539,0.2638790929972896,0.2095209315640498,0.8572193812167929,0.18383230977811463,0.42715857683910397,0.6598992351589709,0.9784205734235929,0.3654386679858994,0.4789006866214847
platform_outage,LR-1,0.21532356986403536,0.27716602184016903,0.28040564260955114,0.2101144683597866,0.12442355814769557,0.7311569325275351,0.17630441699519808,0.31419081722260017,0.2872116050484322,0.439389758395491,0.47347313404754154,0.36890655247505183
normal,LR-1,0.05459352299483092,0.13928309496636013,0.04161821168370749,0.10723914639387512,0.016947451472724702,0.7465898164143568,0.0,0.2072687288830354,0.2101144683597866,0.36890655247505183,0.4590292454318151,0.16856160880097895
normal,MR-2,0.31619414073672364,0.3302735468383007,0.2423457581181379,0.31389305123552114,0.34376212431916786,0.6952309072548357,0.31793630198957984,0.4311791167420531,0.2638790929972896,0.4789006866214847,0.4797311206765206,0.4866160290490299
platform_outage,HR-3,0.3501085216494603,0.440931884676561,0.29363605056703873,0.3669260868825031,0.36935795252025283,0.6887423369108073,0.40250126004859604,0.4681360361471707,0.1731815099247272,0.3806664142092818,0.5305876699503723,0.5362026846014587
normal,MR-2,0.14967569809693215,0.07587193058395246,0.11136914927382559,0.06814859238676665,0.18800080148612705,1.0,0.10054978456978522,0.21625990299626982,0.31389305123552114,0.4866160290490299,0.4087347165065539,0.23096523087942622
normal,MR-2,0.21059885354742394,0.2619159567842924,0.20467305948794434,0.26956377281055066,0.18208418931972495,0.7832392334408738,0.17927897964514328,0.2226871447355152,0.06814859238676665,0.23096523087942622,0.55205167969939,0.3660076808396043
traffic_congestion,LR-1,0.2735841632860474,0.32824073838624446,0.22597702751457144,0.3407853700996473,0.23400016919665312,0.8352229111680518,0.24917413643579234,0.24822995173092455,0.10723914639387512,0.16856160880097895,0.5707124807377504,0.4223618820421948
heavy_rain,HR-3,0.46333235586799554,0.42877946173506915,0.4089268559120924,0.6132450722488912,0.5121046227194819,0.6344598081321287,0.4059182266521501,0.34665499081092993,0.3669260868825031,0.5362026846014587,0.5739011383505194,0.6148253174215823
traffic_congestion,HR-3,0.5679074638785638,0.4820630381684846,0.4966219136897866,0.3698363274779451,0.5466576465259667,0.6109453239362618,0.45762844958784127,0.4505914615267049,0.6132450722488912,0.6148253174215823,0.4607597240383447,0.6566342607384832
normal,LR-1,0.10618882276198076,0.16191463802994022,0.1985263955258756,0.13700735759991253,0.12806482402692818,0.7648152683583375,0.1659321610117564,0.20981282379418162,0.3407853700996473,0.4223618820421948,0.44487494177078063,0.2937004697076593
normal,LR-1,0.029443029786456826,0.0,0.014419656134036795,0.15710784108043846,0.0,0.9299862724385325,0.03888933803550019,0.16338512547206155,0.13700735759991253,0.2937004697076593,0.4550045590544867,0.1745119124331138
platform_outage,LR-1,0.14070242057259164,0.227632677248519,0.16540804976287457,0.27015082440077764,0.12148163660141748,0.7583832614289284,0.2283340791708785,0.12984910509281974,0.15710784108043846,0.1745119124331138,0.5519436683107776,0.2924064825010833
normal,LR-1,0.17467611823530363,0.20263844887233634,0.25844871292576743,0.22493810729499392,0.15090888445548412,0.7812105765258573,0.13240835088261124,0.14342370870695179,0.27015082440077764,0.2924064825010833,0.5087218786284586,0.3071341151274127
normal,MR-2,0.040729353180825975,0.028197619375576292,0.10058162444416524,0.1991320591205267,0.1200287229577442,0.8673737885823709,0.10552342507891566,0.12199516891460706,0.26956377281055066,0.3660076808396043,0.457774392400286,0.1939452551899853
normal,LR-1,0.27512827279443064,0.33402677420847776,0.320696841293331,0.05188311691186631,0.20883877248206356,0.7038218423983585,0.15360881234734838,0.25476596677644436,0.22493810729499392,0.3071341151274127,0.4891672441529845,0.39835206456610023
normal,HR-3,0.3642117798399709,0.3000309438743869,0.33806505911338824,0.17504179977971338,0.42936474752262654,0.7586299439391024,0.32973764740309575,0.40362448125931355,0.3698363274779451,0.6566342607384832,0.42996303324487567,0.47698724940001846
normal,MR-2,0.2240396422345709,0.2567632622573486,0.22097574452088048,0.2675461552389553,0.21883595570436576,0.8153314613820093,0.1859799971500127,0.18229227947240578,0.1991320591205267,0.1939452551899853,0.5360241140591686,0.30239789090363445
platform_outage,HR-3,0.2746700991471024,0.4165595247014724,0.27698208369456,0.3045962284129541,0.25286098395724854,0.6989176451077458,0.3223249370444715,0.3995511689147813,0.17504179977971338,0.47698724940001846,0.5310133924626554,0.4887371667607261
normal,HR-3,0.3075365573087931,0.23820295962506582,0.21950651050912934,0.15753950699322578,0.2838770885887753,0.7839409995271543,0.22386952846960884,0.31826447606697505,0.3045962284129541,0.4887371667607261,0.4465702007834816,0.3628890181086258
traffic_congestion,LR-1,0.40269270820114034,0.3992181481481214,0.37623054519459925,0.5794202103524021,0.5000536041491368,0.635073400197963,0.3784525837829326,0.3119611237429785,0.05188311691186631,0.39835206456610023,0.63168452600965,0.6348561737157818
traffic_congestion,MR-2,0.2762527873580614,0.3161267187061547,0.3458682146031103,0.36576403200458074,0.3336444690821031,0.6749786098580377,0.24761640767064175,0.20036253344635988,0.2675461552389553,0.30239789090363445,0.5543728309310636,0.48462061711709437
traffic_congestion,LR-1,0.266234131087154,0.30954986628771985,0.304526061103953,0.3338013735675558,0.12743262546458545,0.7207209860032076,0.16920225648024842,0.34759826288143963,0.5794202103524021,0.6348561737157818,0.4394617136649148,0.41380786574195716
normal,LR-1,0.44327231242033227,0.40295141124811246,0.42976137745778187,0.2967993451297056,0.4518212664402137,0.5538987124286239,0.3974086055600397,0.37057314189465124,0.3338013735675558,0.41380786574195716,0.5023130751184683,0.5600192825596432
normal,LR-1,0.16469366754450512,0.19366012386304124,0.09651331734614366,0.23615459213607665,0.09628937878028637,0.8192910100048637,0.09298576080808199,0.3020538004662912,0.2967993451297056,0.5600192825596432,0.4553529464202992,0.3390923536011826
traffic_congestion,HR-3,0.4216229717606475,0.4272345541406193,0.3839786495190439,0.46634276963134225,0.46098610745208013,0.5141508163900077,0.32481961931843795,0.36066567948905254,0.15753950699322578,0.3628890181086258,0.5817313149230934,0.5841888109038432
traffic_congestion,MR-2,0.4570436729280741,0.43547647783190996,0.39760666025281466,0.4195138140721116,0.49329475279506035,0.6952978739586286,0.4081166364019128,0.3361221529318044,0.36576403200458074,0.48462061711709437,0.5405562538835378,0.6244644666217058
